bank,header,body,H_keywords,H_keyword_notes,N_keywords_notes,N_keywords
lloyds,Rakuten TV Terms and Conditions,"1. The customer is entitled to receive 12 Rakuten TV Movie Voucher Codes (""MVC"") in their benefit year, one issued per month. 2. The Movie Voucher Codes are valid for Standard and High Definition movie rentals only. Please refer to the email or letter we sent you with your code for full details of exclusions. 3. Movies Voucher Codes are valid for 35 days from issuance. After that date they will no longer be able to be redeemed. 4. If you have not used the Rakuten TV platform before, you will be required to register with a valid email address and password, accept the Terms of Use (https://rakuten.tv/uk/terms_conditions/2374) and Contractual Conditions (https://rakuten.tv/uk/terms_conditions/2059) and read the Privacy and Cookies (https://rakuten.tv/uk/terms_conditions/2302) before redeeming your first code. 5. The Movie Voucher Codes can be redeemed on the Club Lloyds portal, https://rakuten.tv/uk/campaigns/clublloyds Rakuten TV website or Rakuten TV app. 6. Once the Movie Voucher Code has been redeemed and the movie rental selected, it will be available to watch for 48 hours. 7. You can watch the movie online or on the Rakuten TV app which is across all supported devices: Smart TVs, consoles, (Xbox One and PSP), tablets & smartphones (IOS, Android). Just log in with your Rakuten TV user ID and password. See list of available devices here: https://help.rakuten.tv/hc/en-gb. 8. The majority of movies can also be downloaded to watch offline on most Android or iOS devices, using the Rakuten TV App. If this option is available for your chosen title, you just need to click the ""Download"" button on the movie's information page. 9. This benefit is for Club Lloyds customers only. Movie Voucher Codes are non-transferable, cannot be exchanged for cash and cannot be used in conjunction with any other promotional voucher. 10. If you cancel your Club Lloyds Bank Account you will no longer be issued subsequent Movie Voucher Codes but Movie Voucher Codes that have been issued before cancellation will continue to be valid for 35 days from the date of issuance.",0.0,,rakuten,1
santander,Current Accounts Specific Conditions for accounts no longer available to new customers,nan,1.0,available,"current, specific, longer",1
santander,Contents,nan,0.0,,,0
santander,Specific Conditions,These Specific Conditions are in addition to the General Terms and Conditions for Current Accounts and Savings Accounts ('the General Conditions').,1.0,specific,specific,1
santander,Specific Conditions A: For Zero Current Accounts,nan,1.0,specific,"specific, current",1
santander,A1 Introduction,These conditions apply to any person who opened a Zero Current Account with us who met the eligibility criteria as set out in A2 below. If there is any inconsistency between the General Conditions and these Specific Conditions the Specific Conditions will prevail.,0.0,,,0
santander,A2 Eligibility,"To be eligible for the Zero Current Account: A.2.1.1 You must be a UK resident and be 18 years of age or over; A.2.1.2 You must be a residential mortgage account holder with Santander UK plc, a Santander investment account holder or a Santander savings account holder. You must remain a Santander mortgage, Santander investment or Santander savings account holder for the duration of time you hold a Zero Current Account; A.2.1.3 For customers who hold a mortgage with Santander UK plc the mortgage must not be in arrears. Customers with an investment will only be eligible if their investment is with Santander ISA Managers Limited (excluding Cash ISAs), Santander Portfolio Management UK Limited or Santander Unit Trust Managers Limited or have an Index Linked Savings Bond. Customers with a Santander savings account must have a minimum balance of Â¬Â£10,000. The Â¬Â£10,000 balance can be spread across one or more Santander savings accounts but it must have been held for the last three months; and A.2.1.4 It is a requirement to pay money into your account with at least Â¬Â£1,000 each month. Customers who hold both a mortgage and a savings or investment product are required to meet all of the above criteria to be eligible. We will check you remain eligible for the account on a regular basis. If you fail to meet these eligibility requirements you will cease to be eligible for the Zero Current Account. If you fail to pay money into your account with Â¬Â£1,000 each month, we will notify you of this in writing and give you 60 days' notice that you will be moved to another account. Similarly, if you fail to hold an eligible Savings, Investment or Mortgage product (as outlined above), following 60 days' written notice, you will be moved to another account. In both instances you will be obliged to pay any fees in accordance with the General Conditions and Interest Rates and Fees for accounts no longer available to new customers leaflet.",1.0,eligibility,eligibility,1
santander,A3 Number of accounts,Customers are limited to a maximum of two Zero Current Accounts per person; this includes both single and joint account types.,0.0,,number,1
santander,A4 Use of your account,A4.1 Your account must be used as your Primary Current Account. A4.2 You must pay money into your account with a minimum sum each month - please see A.2.1.4 above for details.,0.0,,,0
santander,A5 Joint Accounts,"Joint accounts are available with the account provided that at least one of the nominated account holders are named on the mortgage, investment or savings account. For joint Zero account applications linked to a savings account - at least one of the account holders must have a total savings balance of Â¬Â£10,000 and this balance must have been held for at least the last three months.",1.0,joint account,joint,1
santander,A6 Overdrafts,You may be eligible for Arranged or Unarranged Overdrafts on your account. Arranged and Unarranged Overdrafts are subject to status,1.0,overdraft,,0
santander,A7 Definitions,"'Arrears' means where you have failed to make two consecutive monthly payments under your mortgage. 'Primary Current Account' is defined as having your main form of income paid into the account, with a minimum sum each month (please see A.2.1.4 above for details) and all direct debits and standing orders (minimum of two) set up on the account.",0.0,,,0
santander,Specific Conditions B: Instant Plus Account,nan,1.0,specific,specific,1
santander,B1 Joint accounts,Two of you (but not more) may have an account in joint names.,1.0,joint account,joint,1
santander,B2 Paying money into your account,It is a condition of your account that you maintain regular payments into your account. The minimum regular payment is the amount we notified you of when you applied for your account.,1.0,pay,money,1
santander,B3 Overdrafts,Our Arranged and Unarranged Overdraft services are not available on your account.,1.0,overdraft,,0
santander,B4 Refusing a payment due to lack of funds,If you try to make a payment from your account when you do not have enough money in it to cover that amount we will refuse the payment due to lack of funds.,1.0,"payments, fund","payment, due, lack",1
santander,B5 Transferring your account,We may transfer your Instant Plus Account to a Santander Current Account. We will give you two months' personal notice if we propose to transfer your account. You have the right to inform us that you do not wish your account to be transferred.,1.0,transfer,,0
santander,Specific Conditions C: For 1I2I3 Graduate Current Accounts,nan,1.0,specific,"specific, graduate, current",1
santander,C1 Introduction,These conditions apply to any person who opened a 1I2I3 Graduate Current account with us who met the eligibility criteria as set out in C2 below. If there is any inconsistency between the General Conditions and these Specific Conditions the Specific Conditions will prevail.,0.0,,,0
santander,C2 Eligibility,"To be eligible for the 1I2I3 Graduate Current Account: C2.1.1 You must be a UK resident and be 19 years of age or over C2.1.2 You must be able to provide proof of graduation (graduate certificate or confirmation from the university on letter headed paper) C2.1.3 You must also have successfully completed a course with a Higher Education Provider of the following type within the last three years i) your first undergraduate course ii) postgraduate course iii) Higher National Diploma (HND) iv) Nursing training course (with a course length of two or more years) v) Foundation degree (with a course length of two or more years) C2.1.4 From 10 July 2018, this account was removed from sale and is only available for 1I2I3 Student Current Account customers once they complete their studies. Customers will automatically transfer to the 1I2I3 Graduate Current Account at the end of their course.",1.0,eligibility,eligibility,1
santander,C3 Use of your account,"C3.1 For any 1I2I3 Graduate Current Account opened on or after 26 June 2017, the account will last up to 2 years before it automatically transfers to an appropriate current account. If your 1I2I3 Graduate Current Account has been opened prior to this date, it will last up to 3 years. C3.2 Only one 1I2I3 Graduate Current Account can be open at any one time and it must be used as your main current account and your salary must be paid into it. If you don't regularly pay your salary into this current account, we reserve the right to stop providing some (or all) of the services on your current account, for example, cancelling any Arranged Overdraft allowance on your current account or closing your current account. We'll give you at least two months' notice of any change to the services on your current account or if we close it.",0.0,,,0
santander,C4 Joint Accounts,This account cannot be held in joint names,1.0,joint account,joint,1
santander,C5 Overdrafts,You may be eligible for Arranged and Unarranged Overdrafts on your account. All overdrafts are subject to status. This account comes with an interest-free Arranged Overdraft (limit applies),1.0,overdraft,,0
santander,C6 Allowing a payment despite lack of funds,"If you make a payment when you don't have enough money in your account, based on your individual circumstances we'll decide whether or not to refuse a payment due to lack of funds. If we allow a payment despite lack of funds, this will take you into an Unarranged Overdraft. If we refuse your payment, you'll stay in credit or in an Arranged Overdraft.",1.0,fund,"payment, lack",1
santander,C7 Maintaining the account,There is no monthly fee for maintaining the account,1.0,maintain,maintaining,1
santander,C8 Funding requirements,"There is no monthly minimum funding requirement, however you must pay money into your account with your primary form of funding, for example, your salary.",1.0,funding,funding,1
santander,C9 Transferring your account,"Unless you notify us beforehand that you wish to have different facilities with us, then on the second anniversary of your account opening (third anniversary for any accounts opened before 26 June 2017) you'll cease to be eligible for the 1I2I3 Graduate Current Account. C9.1 Your current account will automatically be transferred to an appropriate current account, in respect of which the General Terms & Conditions for Current Accounts and Savings Accounts will continue to apply; and C9.2 the Specific conditions in this document will cease to apply to your current account.",1.0,transfer,,0
santander,Specific Conditions D: For 1I2I3 Postgraduate Current Accounts Introduction,These conditions apply to any person opened a 1I2I3 Postgraduate Current Account with us who met the eligibility criteria as set out in D2 below. If there is any inconsistency between the General Conditions and these Specific Conditions the Specific Conditions will prevail.,1.0,specific,"specific, postgraduate, current",1
santander,D2 Eligibility,"To be eligible for the 1I2I3 Postgraduate Current Account: D2.1.1 you must be 19 years old or over and live in the UK for tax purposes D2.1.2 have completed a course which satisfies the student criteria D2.1.3 You must pay money into this account with your primary funding (see ""Use of your current accountâÃÃ¹ below) D2.1.4 You must be studying an approved full time postgraduate course with a Higher Education Provider, on a minimum one year course and be able to provide proof of student status (UCAS Digital AS12, Student ID Card or Letter from your Higher Education Provider). Approved postgraduate courses include (this list is not exhaustive): a) Master of Business Administration (MBA); b) A Master's Degree; or c) A Doctor of Philosophy (PhD). D2.1.5 From 10 July 2018, this account is no longer available to open.",1.0,eligibility,eligibility,1
santander,D3 Use of your account,"D3.1 Only one 1I2I3 Postgraduate Current Account can be open at any one time and it must be used as your main or primary current account. Your main form of funding, for example, any postgraduate loan, grants, parental contribution, and/or income from any part time employment must be paid into it. If you don't pay in your main form of funding, we reserve the right to reconsider our relationship with you. This may involve us not continuing to provide some (or all) of the services on your current account, for example, by us cancelling your 1I2I3 Postgraduate Arranged Overdraft allowance or closing your current account. We'll give you at least two months' notice of any change to the services on your current account or if we close it. If your circumstances change, or you think that they are likely to (for example you enter full-time employment or decide to take a gap year or year out) you must inform us as soon as possible.",0.0,,,0
santander,D4 Joint Accounts,This account cannot be held in joint names.,1.0,joint account,joint,1
santander,D5 Maintaining the account,There is no monthly fee for maintaining the account.,1.0,maintain,maintaining,1
santander,D6 Funding requirements,"There is no monthly minimum funding requirement; however you must pay money into your account with your primary form of funding, for example any postgraduate loan, grants, parental contribution and/or income from any part time employment.",1.0,"fund, requirement",funding,1
santander,D7 Overdrafts,You may be eligible for Arranged and Unarranged Overdrafts on your account. Arranged and Unarranged Overdrafts are subject to status. This account comes with an interest-free Arranged Overdraft (limit applies),1.0,overdraft,,0
santander,D8 Allowing a payment despite lack of funds,"If you attempt to make a payment when you don't have enough money in your account, based on your individual circumstances we'll decide whether or not to refuse a payment due to lack of funds. If we allow a payment despite lack of funds you'll move into an Unarranged Overdraft. If we refuse your payment, you'll stay in credit or in an Arranged Overdraft.",1.0,"payments, fund","payment, lack",1
santander,D9 Ending your studies,"If you decide not to continue with your postgraduate studies then you must notify us. If you leave your course (as defined in the 'Eligibility' section) you will no longer be eligible for this current account and any 1I2I3 Postgraduate Current Account Arranged Overdraft Allowance will be withdrawn. The services on your current account will be changed or your current account will be closed. When you complete your course, you will no longer be eligible for this current account. At this time, these Specific Conditions will cease to apply to your current account. Unless we agree with you before the end of your course that you can have a different facility with us, your 1I2I3 Postgraduate Current Account will automatically be transferred to the 1I2I3 Graduate Current Account and the Specific Conditions for the 1I2I3 Graduate Current Account will apply. We'll give you at least two months' notice of the date of the change or, if applicable, closure.",0.0,,,0
santander,Specific Conditions E: Variations to all accounts,"E1 We may: (i) Change these Specific Conditions in accordance with the General Conditions; (ii) For accounts with no fixed duration convert your account to another account in our range (for example, if you are no longer eligible for the account or if we decide to no longer offer that particular type of account). E2 If we do make any changes as set out above, we will give you at least two months' personal notice in accordance with the General Conditions, and will give you all relevant details. Any changes will take effect at the end of the notice period unless you close or change your account before then. You are in any case free to close your account at any time. Santander is able to provide literature in alternative formats. The formats available are: large print, Braille and audio CD. If you would like to register to receive correspondence in an alternative format please visit santander.co.uk/alternativeformats for more information, ask us in branch or give us a call. Santander UK plc. Registered Office: 2 Triton Square, Regent's Place, London, NW1 3AN, United Kingdom. Registered Number 2294747. Registered in England and Wales. www.santander.co.uk. Telephone 0800 389 7000. Calls may be recorded or monitored. Authorised by the Prudential Regulation Authority and regulated by the Financial Conduct Authority and the Prudential Regulation Authority. Our Financial Services Register number is 106054. You can check this on the Financial Services Register by visiting the FCA's website www.fca.org.uk/register. Santander and the flame logo are registered trademarks.",1.0,specific,specific,1
natwest,MyRewards Terms,nan,0.0,,myrewards,1
natwest,Contents,nan,0.0,,,0
natwest,1 What is MyRewards?,"MyRewards is a reward based programme where you can earn points (known as 'Rewards') by using your NatWest products. Throughout these terms we (National Westminster Bank Plc) will explain how you can earn Rewards and what you can do with your Rewards once you've earned them. MyRewards is managed on our behalf by Reward. Reward is the trading name of Sports Loyalty Card Limited; a limited company registered in England and Wales (Company Number 04158111) with its registered ofÃÂ¨Ãce at 71 Queen Victoria Street, London EC4V 4BE. These terms apply to the MyRewards service and form part of the agreement between you and us. Your Core Terms (which set out general terms for using your account) should be read together with these Terms. Your Core Terms are: * Your Current Account Terms (if you have a current account with us) and/or * Your NatWest credit card agreement including the General Conditions (if you have a credit card with us).",0.0,,myrewards,1
natwest,2 How to set up your MyRewards,"MyRewards is the account where your Rewards will be collected. To use your Rewards, you can set up your MyRewards online by visiting natwest.com/myrewards. If you already have MyRewards and you open another NatWest product which earns Rewards, any Rewards you earn on that product will be added to your existing MyRewards. If you're unable to access the internet, you can use your Rewards by calling the Customer Service team on 0370 901 6790 (Minicom 0800 027 1395).",0.0,,"set, myrewards",1
natwest,3 Earning Rewards,nan,1.0,earn,,0
natwest,(a) What are Rewards and how do you earn them?,"Rewards are points you can earn by making certain transactions on your account. The way you can earn Rewards and the number of Rewards you earn will be different depending on which account you have with us. The table below explains how you can earn Rewards on different accounts and how many Rewards you'll earn: * If you open an account that earns Rewards and you donât already have MyRewards, youâll start to earn Rewards by paying for things on your debit card or credit card the next business day after you open that account. * The list of debit card retail partners is available on natwest.com/myrewardsalong with the percentage of Rewards that can be earned from each retail partner. Our retail partners will change from time to time. * Sometimes weâll provide short-term offers (for example Direct Debit offers or offers from additional retailers) that allow you to earn additional Rewards. * Your Rewards are personal to you and canât be transferred to another party. * The minimum Rewards you can earn from one debit card or credit card transaction is 0.01 Reward.",1.0,earn,earn,1
natwest,(b) Joint accounts (current accounts),"If you have a joint account, each of you will have your own MyRewards. Joint account holders can earn Rewards on their own debit card. Only one joint account holder needs to log into our mobile banking app to earn the Rewards. You won't earn more Rewards if all joint account holders log in during that month. Only one joint account holder can receive the Rewards from Direct Debits and logging into our mobile banking app. You'll be able to choose which account holder will receive these Rewards into their MyRewards when you open your Reward current account. If you don't choose, one of the joint account holders will be automatically selected. You can change this at any time. You can check and change which account holder receives Rewards by going to natwest.com/myrewards or by calling 0370 901 6790 (Minicom 0800 027 1395). Please note that you can only change which account holder receives Rewards once in a 30 day period.",1.0,joint account,"joint, current",1
natwest,(c) Additional cardholders (credit cards),Any Rewards earned from using an additional card issued with the Reward Credit Card or Reward Black Credit Card will be added to the primary account holder's MyRewards.,1.0,cards,"additional, credit",1
natwest,(d) Payments which won't earn Rewards,There are some payments where youâll not earn Rewards: If you pay for something using your debit card or credit card but you decide to return or cancel your order then weâll adjust your Rewards balance to reflect this. If you use your Rewards balance before returning or cancelling your order then we may contact you regarding the use of MyRewards. If we have to contact you twice following this kind of activity on your account then we may suspend your MyRewards immediately.,1.0,payments,earn,1
natwest,4 How you can use your Rewards,"Rewards will be displayed as 'on their way' for 35 days. This means that the Rewards have been recorded but are not available to use. Once the Rewards are ready, they'll be shown as 'available'. After your Rewards become available and you've earned the equivalent of Â¬Â£5 or more in Rewards, you can exchange them (5.00 Rewards = Â¬Â£5 when exchanged). You have three options to use your Rewards: BANK IT Exchange your Rewards for money which is transferred to your current account or to your credit card. TRADE UP Exchange your Rewards for vouchers or tickets which you can use at selected retailers. DONATE IT Exchange your Rewards for money which you can donate to a participating charity. Please note: * Your Rewards have no monetary value until they are exchanged. * You can't change or cancel your option after you've conÃÂ¨Ãrmed it. * Some exchange options and special offers may only be available for a short period of time and they may require a minimum Rewards balance. Any restrictions will be explained at natwest.com/myrewards.",0.0,,,0
natwest,5 How we'll get in touch with you and how we use your information,nan,0.0,,,0
natwest,(a) Communications from us,"If you give us your email address and/or mobile number, we'll use these to send service related information to you including: * reminding you about your MyRewards balance; and * alerting you to any concerns we have about the activity on your MyRewards. We'll also send you information about how to make the most of MyRewards, including: * making you aware of other products or services we offer which pay Rewards; and * reminding you about who our retail partners are and telling you about any short-term offers. If you'd prefer not to receive communications about how to make the most of MyRewards, please let us know by amending your settings at natwest.com/ myrewards or by calling 0370 901 6790 (Minicom 0800 027 1395).",1.0,communication,,0
natwest,(b) Keeping your details up to date,"If you change your email address or mobile number then you must update these details at natwest.com/myrewards or by calling 0370 901 6790 (Minicom 0800 027 1395). If you change your email address or mobile number at natwest.com/myrewards or by calling the Customer Service Team, this change will only apply to the MyRewards service. You must also update your details for your other NatWest products and services by contacting your local branch, calling our telephone banking service on 03457 888444 (Minicom 0800 404 6161) or through online banking.",1.0,details,,0
natwest,(c) How we use your information,"We'll use and share your information with Reward in accordance with General Term 14 of Your Current Account Terms and your NatWest credit card agreement to the extent needed for them to provide the MyRewards service to you. Reward will also use your information to: * set up and manage your MyRewards; * send you regular communications about your MyRewards, including reminding you of your Rewards balance, our retail partners and any short-term offers; * analyse your transactions so that we can understand the way you like to use your accounts and your lifestyle and purchasing preferences so that we can provide you with MyRewards offers from retail partners which may be of interest to you.",0.0,,,0
natwest,6 Security,"You must keep your security details safe (including any passwords or log-in details). If you fail to keep your details safe and someone else accesses your MyRewards, we won't be liable for any loss suffered.",1.0,security,,0
natwest,7 Changing the MyRewards service,"If we have a valid reason for doing so, we can make changes to these Terms. We'll give you at least 30 days' notice before we do this. We'll email you about these changes to the email address you gave us. If you didn't give us an email address then we'll send you notice of the changes in the post to the address we hold for you. If you're unhappy with the changes you can close your current account or your credit card.",0.0,,"myrewards, service",1
natwest,8 Suspending or closing your MyRewards service,nan,1.0,close,"myrewards, service",1
natwest,(a) When we can suspend your MyRewards,We may suspend your MyRewards immediately if: * we reasonably suspect that you're using your MyRewards for business purposes; * we contacted you about inappropriate activity on your MyRewards; or * you break any of the terms which apply to your current account or your credit card. If we suspend your MyRewards then you'll stop earning Rewards and you won't be able to exchange your Rewards balance.,0.0,,"suspend, myrewards",1
natwest,(b) Closing your MyRewards,"If you or we close your current account in accordance with Your Current Account Terms or your credit card in accordance with your NatWest credit card agreement then your MyRewards will also close. After your MyRewards is closed, you'll have 90 days to use your Rewards balance. You can only exchange your Rewards balance for money and transfer it into a bank account (the account doesn't need to be held with NatWest) by contacting the Customer Service Team on 0370 901 6790 (Minicom 0800 027 1395). If you close a Reward current account or Reward credit card, your MyRewards will remain open if you have another Reward current account or Reward credit card (for example, if you have a Reward Platinum and a Reward Credit Card and you close your Reward Credit Card, your MyRewards will remain open and you'll continue to earn Rewards on your Reward Platinum).",1.0,close,myrewards,1
natwest,9 Availability of the MyRewards service and our liability,"There may be times when the MyRewards service is unavailable for you to use due to maintenance or upgrades to systems used to provide the MyRewards service or outages in our phone network. We won't be liable to refund you for any losses caused by circumstances beyond our control (i.e. the situation was abnormal or unforeseeable), for example, due to extreme weather, terrorist activity or industrial action. If you'd like this information in another format, call us on 03457 888 444 (Minicom 0800 404 6161)",1.0,"liability, available","myrewards, service",1
first_direct,Give me the facts,nan,0.0,,give,1
first_direct,Welcome,"This guide explains how your account works. It takes you through the ways you may be able to access your account, make payments and keep both your finances and information safe. Not all of the services mentioned apply to all types of accounts.",0.0,,,0
first_direct,Contents,nan,0.0,,,0
first_direct,Accessibility,"To find out more about our accessible services please visit firstdirect.com/accessibility. If youÃ¢ÂÂd like this document in another format such as large print, Braille or audio, please contact us on 03 456 100 100 or Text-phone 03 456 100 147 and weÃ¢ÂÂll be happy to arrange an alternative version for you.",1.0,access,,0
first_direct,Easy access to your account,nan,1.0,access,"easy, access",1
first_direct,Online,"The quickest and easiest way to access your accounts 24/7. See your accounts in one place, view your statements, make payments, send money, and manage your Direct Debits and Standing Orders. To register for Online Banking, visit firstdirect.com, click on Online Banking at the top of the page and follow the instructions.",0.0,,online,1
first_direct,On your mobile,"You can access our Mobile App to: Ã¢ÂÂ¢ set up new payeeÃ¢ÂÂs and make Bill Payments to people in the UK Ã¢ÂÂ¢ send money between your first direct account(s), and Ã¢ÂÂ¢ view account balances Ã¢ÂÂ¢ pay in cheques any time, any place using your compatible phone. Value limits apply find out more at firstdirect.com/pay-in-a-cheque.",0.0,,mobile,1
first_direct,By phone,"You can call us 24/7 and 365 days a year. Your call will always be answered by a real person here in the UK. Call us on 03 456 100 100 from the UK, or +44 113 234 5678 outside the UK.",1.0,phone,phone,1
first_direct,By Text-phone,You can contact us using a Text-phone on 03 456 100 147 from the UK and via the Text Relay service on +44 151 494 1260 outside the UK.,1.0,phone,"text, phone",1
first_direct,In HSBC branches,"For speed and convenience, most HSBC branches offer: Counter service (where available) - pay cash and cheques into your account(s) Cash machines Ã¢ÂÂ Withdraw cash (up to your daily card limit), pay your credit card bill, get a mini- statement or change your PIN. You can also check your account balance or change your PIN using cash machines worldwide wherever you see the relevant card network provider logo. Just so you know, if you have a Mastercard debit card you are currently unable to get a mini-statement, or make a credit card payment. Paying-in machines Ã¢ÂÂ Deposit cash; If you have a Visa debit card you can use the self-service machines to pay in your cash deposits. If you have a Mastercard debit card you are currently unable use the self-service machines to pay in cash deposits. Deposit cheques; If you have a Visa debit card you can use your card to initiate a cheque deposit. If you have a Mastercard debit card you must use your sort code and account number to initiate a cheque deposit.",0.0,,,0
first_direct,Services available at Post Office branches,"You can withdraw cash, pay in cash and check your current account balance at Post OfficeÃÂ® branches in the UK using your debit card. You can also pay in cheques by completing a pre-printed paying in slip and handing this to the Post OfficeÃÂ® cashier in a paying in envelope. You must have a PIN to be able to use your card at Post OfficeÃÂ® branches. Cheques deposited at Post OfficeÃÂ® branches will take longer to reach your account than those paid in at HSBC branches.",0.0,,post,1
first_direct,What Payment types are there?,"You can pay for goods and services using your debit card (including contactless payments), on the move or from the comfort of your armchair electronically (via Online Banking or Mobile Banking), or by cheque. Some Payment types have cut-off times which can be found in your first direct Account Terms and Conditions, online, or by giving us a call. Whichever payment type you choose, weÃ¢ÂÂll action your request as soon as possible. Please remember, you must make sure you have enough money in your account (or enough money in your arranged overdraft) before making a payment. And if a payment has been sent in error, you must contact us as soon as possible. You can also use: Ã¢ÂÂ¢ Apple Pay, Samsung Pay and Google Pay - a fast, easy and secure way to pay for goods and services by linking your first direct card to your mobile device. If you have not previously registered your card for an e-wallet pay service, then you would need to register before you can use it. For further guidance and step by step instructions on how to set this up visit www.firstdirect.com/banking/ways-to-bank Ã¢ÂÂ¢ Bill Payments using the Faster Payments Service Ã¢ÂÂ a payment made in sterling to the account of a person or business in the UK, Channel Islands and Isle of Man Ã¢ÂÂ¢ Standing Orders Ã¢ÂÂ money sent in sterling to a person or business in the UK Ã¢ÂÂ¢ Direct Debits Ã¢ÂÂ money transferred from your account at your request in sterling to a person or business in the UK on a date or dates youÃ¢ÂÂve agreed with the person or business. The amount may vary Ã¢ÂÂ¢ CHAPS Ã¢ÂÂ money sent in sterling through the Clearing House Automated Payment System, usually for high values Ã¢ÂÂ¢ Internal Transfers Ã¢ÂÂ money sent in sterling between first direct accounts (including HSBC UK and M&S Bank) held with us in your name, including joint accounts Ã¢ÂÂ¢ Cheques Ã¢ÂÂ cheques you write will settle via the Image Clearing System (ICS). This will be by way of a digital image. When your cheque is cleared through ICS youÃ¢ÂÂll see your funds being taken from your account the next working day, so itÃ¢ÂÂs important that the money is in your account when you write the cheque and give it to the person youÃ¢ÂÂre paying. Timescales will vary depending on the bank youÃ¢ÂÂre paying the cheque into as not all banks are subscribed to the ICS yet Ã¢ÂÂ¢ Paym Ã¢ÂÂ to securely send money from eligible current accounts using their mobile telephone number (if theyÃ¢ÂÂre also registered for Paym) instead of their account details.",1.0,payments,payment,1
first_direct,International Payments,"WeÃ¢ÂÂve made it convenient, quick and easy for you to send money outside the UK: Ã¢ÂÂ¢ Available 24/7 via Online Banking Send sterling or foreign currency in a matter of minutes. WeÃ¢ÂÂve also made it easy for you to set up future dated and recurring payments. Ã¢ÂÂ¢ Simple Fees Send money online for a small fee - please see our Charges and additional product terms for details. ThereÃ¢ÂÂs no fee at all if you send money to another first direct or HSBC Account. Other third party bank fees may apply which are outside our control. Ã¢ÂÂ¢ Exchange Rate Certainty With live rates updated by the second during market hours weÃ¢ÂÂll provide you with our most up to date foreign exchange rate available - providing you with the certainty and visibility of how much youÃ¢ÂÂre sending. Ã¢ÂÂ¢ Safe & Secure Using your own bank means youÃ¢ÂÂll have peace of mind knowing that your transaction is secure.",1.0,"international, payments",,0
first_direct,Protecting your information,ItÃ¢ÂÂs important to keep your finances safe. Here are some of the steps you can take to help keep your money and information secure:,1.0,protect,,0
first_direct,Keep your details up-to-date,Let us know if you change your name or contact details as soon as possible. Remember to make sure that confidential information detailed in any of our communications with you is not seen by anyone else.,1.0,details,date,1
first_direct,Regularly check your statements,"You should check your statements as soon as you get them, and call us immediately if anything looks suspicious.",1.0,statements,check,1
first_direct,Tips for writing cheques,"We recommend that you: Ã¢ÂÂ¢ write clearly and use blue or black ink that canÃ¢ÂÂt be erased Ã¢ÂÂ¢ reduce gaps between words or figures Ã¢ÂÂ¢ add further information, eg a reference name or an account number when making a cheque payable to a large organisation Ã¢ÂÂ¢ draw horizontal lines through blank space on the Ã¢ÂÂpayÃ¢ÂÂ line Ã¢ÂÂ¢ do not sign a cheque before you use it Ã¢ÂÂ¢ if you post a cheque to someone, clearly write the name of the person you are paying the cheque to and put extra information about them on the front of the cheque eg, Inland Revenue, Account J Jones.",0.0,,,0
first_direct,Telephone banking,When you open your 1st Account with us weÃ¢ÂÂll ask you if youÃ¢ÂÂd like to register for Phone Banking. WeÃ¢ÂÂll ask you to provide us with a password and some information personal to you. When you call weÃ¢ÂÂll ask you for two letters from this password and the answer to an additional security question.,1.0,phone,telephone,1
first_direct,Textphone users,Please remember to clear your textphoneÃ¢ÂÂs memory after every conversation with us. Remember to tear out and destroy any printed record of your personal details from any printer attached to your textphone. Keep your textphone in good working order as a general security measure.,1.0,phone,textphone,1
first_direct,Important Security Information,"You must take all reasonable precautions to keep safe and prevent fraudulent use of any cards, security devices and security details (including PINs, security numbers, passwords or other details including those which allow you to use Online Banking and phone banking). These precautions include but are not limited to all of the following, as applicable:",1.0,security,"important, security",1
first_direct,General,"Ã¢ÂÂ¢ never write down or record your PINs and other security details in a way that can be understood by someone else Ã¢ÂÂ¢ donÃ¢ÂÂt choose security details that may be easy to guess Ã¢ÂÂ¢ take care to ensure that no one hears or sees your security details when you use them Ã¢ÂÂ¢ keep your security details unique to your accounts with us Ã¢ÂÂ¢ donÃ¢ÂÂt allow anyone else to have or use your card, security devices or PINs (including us or the Police), except when using your card in connection with making payments, and your security details when registering for or resetting your telephone banking security details (but even then donÃ¢ÂÂt disclose in full). Although you should also not generally give your security details to anyone else, you may give them to a Third Party Provide (TPP) if itÃ¢ÂÂs necessary to allow them to provide their services to you. Ã¢ÂÂ¢ keep card receipts and other account information containing personal details (such as statements) safe and dispose of them safely Ã¢ÂÂ¢ change your security details immediately and tell us as soon as possible if you know, or even suspect, that someone else knows any of those details, or if we ask you to Ã¢ÂÂ¢ keep your card, security devices, PINs and other security details safe.",1.0,general,,0
first_direct,Cards and Card PINs,"Ã¢ÂÂ¢ safely destroy any Card PIN advice we send you immediately after receipt, eg by shredding it Ã¢ÂÂ¢ sign each card as soon as you receive it, if it bears a signature strip Ã¢ÂÂ¢ donÃ¢ÂÂt disclose the card number, Card PIN or card security codes except when using the cards to make payments Ã¢ÂÂ¢ donÃ¢ÂÂt disclose your Card PIN for mail order payments or when paying for goods and services over the telephone or online; Ã¢ÂÂ¢ use fraud prevention systems (such as Mastercard Identity Check or Visa Secure) when using debit cards to make payments through the internet Ã¢ÂÂ¢ donÃ¢ÂÂt tamper with the card Ã¢ÂÂ¢ comply with all reasonable instructions we issue regarding keeping your card and Card PIN safe.",1.0,cards,card,1
