tag,content,level
list_item,11.8 You shall use reasonable endeavours to ensure that any Personal Data You provide to Barclays is accurate and up to date.,3
list_item,"11.9 You will, where relevant, obtain any consents from Borrowers and Applicants and provide any notices to Borrowers and Applicants required under Data Protection Legislation to perform the obligations arising in relation to this Agreement.",3
list_item,"11.10 To the extent you [appoint a third party platform provider (the “Relevant Platform Provider”) in order to access the [Barclays application submission software]], the following terms apply:",3
list_item,(a) you procure that the Relevant Technology Intermediary shall comply at all times with Data Protection Legislation;,3
list_item,(b) you shall be liable for any acts or omissions by the Relevant Technology Intermediary in relation to Personal Data which result in Losses to Barclays;,3
list_item,"(c) for the avoidance of doubt, the Parties to this Agreement envisage than the Relevant Technology Intermediary shall act as your Data Processor and shall not act as Barclays Data Processor.",3
header,12. Indemnity and Insurance,2
list_item,"12.1 You shall be solely liable for, and will indemnify Barclays in respect of, all Losses (including legal fees) incurred by or awarded against Barclays, or any Barclays Afﬁliate or their respective directors, ofﬁcers, agents, employees, members and successors in interest (together the “Indemniﬁed Persons”) in connection with any proceedings, claim or action against an Indemniﬁed Person as a result of any breach by You of Your obligations under this Agreement or any Applicable Regulations.",3
list_item,"12.2 You shall have put in effect and shall maintain for the term of this Agreement and for a period of three (3) years following termination of this Agreement a policy or policies of insurance covering all the liabilities You may incur in connection with this Agreement. Such policies shall be on terms that are reasonably acceptable to Barclays and shall include professional indemnity insurance with cover of no less than an amount in accordance with chapter 3 of the Prudential sourcebook for Mortgage and Home Finance Firms, and Insurance Intermediaries. The terms of any insurance or the amount of cover shall not relieve You of any liabilities under this Agreement.",3
list_item,12.3 You shall not by Your acts or omissions cause any policy of insurance to become invalid or void.,3
list_item,"12.4 Promptly upon request by Barclays, You shall provide evidence of Your insurance cover. You shall notify Barclays of any material changes to the level, type or other material provisions of insurance cover from those notiﬁed to Barclays.",3
header,13. Liability,2
header,13.1 Your liability to Barclays:,3
list_item,"(a) under clause 4 (Authorisation Requirements), 5 (Compliance Requirements), 10 (Intellectual Property Rights and Indemnity), 11 (Conﬁdentiality and Data Protection), 12.1 (Indemnity and Insurance) and 16 (Anti-Bribery); or",4
list_item,"(b) for any regulatory losses, ﬁnes, expenses or other losses arising from a breach by You of any Applicable Regulations,",4
para,is not excluded or limited by this Agreement.,4
header,14. Term and Termination,3
list_item,14.1 This Agreement shall commence on the date of acceptance by You of these terms and conditions (the “Commencement Date”) and shall continue until terminated in accordance with the provisions of clause 14.2.,4
list_item,"14.2 Barclays may, without prejudice to Barclays other rights or remedies, terminate this Agreement:",4
list_item,(a) if You are in breach of this Agreement; or,4
list_item,(b) for convenience and at any time.,4
list_item,14.3 In the event of termination Barclays shall:,4
list_item,(a) pay outstanding amounts in respect of Fees payable in relation to all Completions as at the termination date and in relation to Applications that have been submitted and Completions that occur in relation to those Applications within three (3) months of the termination date; and,4
list_item,(b) inform You if any Applications already received will continue to be processed.,4
list_item,14.4 In the event of termination You shall:,4
list_item,"(a) return immediately to Barclays all documentation, information, records and intellectual property, whether in hard copy or electronic form, belonging to Barclays which You have in Your possession or under Your control;",4
list_item,"(b) immediately cease and desist from using, in any manner or form, the “Barclays Mortgage” trademarks and brands; and",4
list_item,(c) use all reasonable endeavours to ensure that all activities carried out under this Agreement are transferred smoothly back to Barclays or to such other Party as Barclays may specify.,4
list_item,"14.5 Any termination of this Agreement will not affect the accrued rights and liabilities of either Party, and the provisions of clauses 1, 5, 6, 9, 10, 11, 12, 13, 15.4, 15.6, 15.12, 16 and 17 shall continue to apply notwithstanding the termination of this Agreement for any reason.",4
header,15. General,2
list_item,"15.1 No failure, delay or omission by either Party in exercising any right, power or remedy provided by law or under this Agreement shall operate as a waiver of that right, power or remedy, nor shall it preclude or restrict any future exercise of that or any other right, power or remedy. No single or partial exercise of any right, power or remedy provided by law or under this Agreement shall prevent any future exercise of it or the exercise of any other right, power or remedy.",3
list_item,"15.2 A waiver of any term, provision, condition or breach of this Agreement shall only be effective if given in writing and signed by the waiving Party, and then only in the instance and for the purpose for which it is given.",3
list_item,"15.3 If, at any time, any provision (or part of any provision) of this Agreement is or becomes illegal, invalid or unenforceable in any relevant jurisdiction:",3
list_item,"(a) neither the legality, validity or enforceability of the remaining provisions nor the legality, validity or enforceability of such provision under the law of any other relevant jurisdiction shall be affected or impaired; and",3
list_item,"(b) if such provision (or part of any provision) would be legal, valid and enforceable if some part of it was deleted or modiﬁed, the provision or part-provision in question shall apply with such deletions or modiﬁcations as may be necessary to make the provision legal, valid and enforceable. In the event of such deletion or modiﬁcation, the Parties shall negotiate in good faith in order to agree the terms of a mutually acceptable alternative provision.",3
list_item,"15.4 Notwithstanding anything else contained in this Agreement, neither Party shall be liable for any failure, interruption or delay in performing its obligations under this Agreement (including any payment obligations), in whole or in part, if such delay or failure is caused by a Force Majeure affecting that Party. A Party affected by a Force Majeure event shall make all reasonable efforts to minimise the effect of it, shall keep the other Party updated with its best estimate of when full performance of its obligations under this Agreement will be resumed and shall promptly resume performance as soon as possible after the removal of the circumstances of Force Majeure.",3
list_item,"15.5 You shall have in place adequate disaster recovery processes and protections, including in relation to original documents and information obtained through “knowing Your customer” checks made, and held, by You. 16.3 To the extent You are a Relevant Commercial Organisation, You have implemented and must at all times maintain adequate procedures designed to ensure You comply with Your obligations under clauses 16.1 and 16.2 above.",3
list_item,15.6 Nothing in this Agreement shall constitute You as agent or partner of Barclays for any purpose and You shall have no authority or power to bind Barclays or to contract in the name of or create liability against Barclays in any way or for any purpose save as expressly authorised in writing by Barclays from time to time.,3
header,15.7 You shall:,3
list_item,(a) not hold Yourself out as an Appointed Representative or agent of Barclays; and,4
list_item,"(b) take steps to notify potential customers, customers and other third parties of the capacity in which it is dealing with that Party as required by any Applicable Regulations.",4
list_item,15.8 Barclays may set off any sums payable to You under this Agreement against any sums that are due from You to Barclays or a third party under this Agreement or otherwise.,3
list_item,"15.9 You may not assign, sub-contract, sub-delegate or transfer all or any part of its rights or obligations under this Agreement, without the written consent of Barclays (such consent not to be unreasonably withheld)",3
list_item,"15.10 Barclays may assign, novate or otherwise dispose of its rights under this Agreement (in part or in whole) at any time to any Afﬁliate or to any successor of any part of the Barclays operation or business or, where Barclays is securitising or otherwise transferring or assigning Mortgage Advances to any third party acquiring a right or interest in a Mortgage Advance.",3
list_item,15.11 A person who is not a Party to this Agreement has no right to enforce any of its terms under the Contracts (Rights of Third Parties) Act 1999.,3
list_item,"15.12 Each Party shall remain liable to the other for any breach of this Agreement by its assignees, sub-contractors or transferees.",3
list_item,"15.13 No variation of any of the terms of this Agreement shall be effective unless it is in writing and signed by or on behalf of each of the Parties, except:",3
list_item,(a) as provided in clause 7.2; or,3
list_item,"(b) where in order to provide the Services in respect of a Barclays product launched after the Commencement Date You must comply with additional obligations not covered in the Agreement. In such circumstances, Barclays must notify You in writing of any such additional obligations and resulting changes to the terms of this Agreement. The variation of the terms of this Agreement shall take effect if seven (7) days or more after the date of the notiﬁcation by Barclays You provide the Services in respect of the product that is the subject of the notiﬁcation.",3
header,16. Anti-Bribery,2
list_item,"16.1 You understand that Barclays is committed to complying with all anti-bribery laws and regulations to which Barclays is subject, including the Bribery Act and the FCPA. You represent and warrant that (i) You comply with Applicable Anti-Bribery Law; and (ii) neither You nor (to the extent You are a Relevant Commercial Organisation) any of Your Associated Persons have taken or will take any action that might cause Barclays to violate any Applicable Anti-Bribery Law.",3
list_item,"16.2 Without limiting the representations and warranties in clause 16.1, You represent and warrant in particular that neither You nor (to the extent You are a Relevant Commercial Organisation) any of Your Associated Persons have or will, authorise, offer, give or agree to offer or give, directly or indirectly, any payment, gift, donation, hospitality, or other advantage of any kind with respect to any activities undertaken relating to this Agreement which:",3
list_item,"(a) is intended to, or does, inﬂuence any person to act or reward any person for acting in breach of an expectation of good faith, impartiality or trust, or which it would otherwise be improper for the recipient to accept; or",3
list_item,"(b) is made to or for the beneﬁt of a Public Ofﬁcial, or to any person while knowing or being aware of a high probability that all or a portion of the payment, gift or other advantage will be offered or given to a Public Ofﬁcial, with the intention of inﬂuencing any act or decision of the Public Ofﬁcial in his/its ofﬁcial capacity, inducing such Public Ofﬁcial to use his/its inﬂuence to affect any act or decision of a government entity, or securing an improper advantage;",3
list_item,(c) would otherwise constitute the offence of bribing another person or the offence of bribery of foreign public ofﬁcials in the Bribery Act; or,3
list_item,(d) would otherwise violate any Applicable Anti-Bribery Law.,3
list_item,"16.4 You must maintain appropriate, complete and up-to-date books, accounts, and records that accurately reﬂect Your transactions relating to this Agreement, and steps taken by You to comply with Applicable Anti-Bribery Law. Such books, accounts and records shall be retained for a person of at least six years following the termination or expiry of this Agreement.",3
list_item,"16.5 Breach of any of the provisions in this clause 16 entitles Barclays to terminate this Agreement immediately, without further liability of any kind to You or to any other person.",3
list_item,"16.6 Barclays shall not be obligated to make or receive any payment under this Agreement where it reasonably suspects that: (i) to do so would violate Applicable Anti-Bribery Law or this Agreement, or (ii) because it is otherwise prevented by law or regulation from doing so.",3
list_item,"16.7 Where We have reasonable grounds to suspect a breach of any provision of this clause 16, We shall, where permitted by law, notify You in writing and be entitled to suspend any payments under this Agreement for up to 90 days (from but excluding the day on which the information giving rise to the suspicion comes to its attention), whilst We investigate the suspected breach. At the conclusion of that period, We shall either make the suspended payments or terminate this Agreement with no further payment to You or to any other person.",3
list_item,"16.8 You must from time to time, at the reasonable request of Barclays:",3
list_item,(a) conﬁrm in writing that You have complied with Your obligations under this clause 16 and You must provide any information reasonably requested by Barclays in support of such compliance (which shall include but not be limited to any information that Barclays reasonably requests to demonstrate that its anti-bribery procedures are adequate); and,3
list_item,"(b) to the extent not covered by sub-clause (a) above, permit Barclays to have such access to Your books, accounts, and records that concern Your activities under this Agreement (and to take such copies thereof) as reasonably necessary in order to verify compliance for up to six years after termination or expiry of this Agreement.",3
list_item,16.9 You may be required to undertake such anti-bribery and anti-corruption training as Barclays may reasonably require. Barclays will be responsible for the costs of providing such training material.,3
header,17. Governing Law and Jurisdiction,2
list_item,17.1 The Agreement shall be governed by and construed and take effect in accordance with English law.,3
list_item,17.2 The courts of England and Wales shall have exclusive jurisdiction over any disputes arising out of or in connection with this Agreement.,3
header,18. Disclosure,2
list_item,"18.1 You agree to disclose the existence of this Agreement and that You are being remunerated by Barclays to any person You introduce to Barclays under this Agreement. You also agree that irrespective of any legal or other restrictions on disclosure (e.g. Bank Secrecy), this Agreement, any payments under it and any information received by Barclays about You in connection with this Agreement, may be disclosed to any other Barclays entity.",3
header,19. Entire Agreement,2
list_item,"19.1 Except to the extent of any misrepresentation or breach of warranty which constitutes fraud, this Agreement contains the entire agreement and understanding of the Parties and supersedes all prior agreements, understandings or arrangements (both oral and written) relating to the subject-matter of this Agreement.",3
list_item,"19.2 Subject to clause 18.1, each Party acknowledges that, in entering into this Agreement, it has not relied on any representation, warranty, collateral contract or other assurance (except those set out in this Agreement and the documents referred to in it) made by or on behalf of any other Party before the date of this Agreement. Each Party waives all rights and remedies which, but for this clause 19, might otherwise be available to it in respect of any such representation, warranty, collateral contract or otherwise.",3
header,20. United States Government Contact,2
list_item,"20.1 You represent and warrant that You and each of Your Associated Persons are familiar with the provisions of the US Non-Solicit Regulations, and acknowledges their respective understanding of, and intention to comply with, the prohibitions therein against providing investment advice and soliciting US Government Entities and US Public Ofﬁcials on behalf of Barclays.",3
list_item,"20.2 Neither You nor Your Associated Persons shall provide investment advice to any US Government Entity on behalf of Barclays. You shall refrain, and shall cause Your Associated Persons to refrain from undertaking any introduction to, solicitation of, or communication with any US Government Entity or US Public Ofﬁcial on behalf of Barclays with respect to municipal securities, investment advisory services, swaps and derivatives transactions, and any other Barclays product or service that is or becomes subject to a US Non- Solicit Regulation.",3
list_item,"20.3 Except where prohibited by law, You must promptly report to Barclays in writing upon becoming aware that You (or any of Your Associated Persons involved in the Services) have committed a breach of this clause 20.",3
para,"How We will use personal information about You We and other companies in the Barclays Group will use Your information to pursue our legitimate business interests to manage Your relationship, provide our services, for assessment and analysis (including market research), prevent and detect crime, carry out regulatory checks and meet our obligations to any relevant regulatory authority, and to develop and improve our services to You and our customers and to protect our interests. By ‘Your information’ We mean any information about You or Your business that You or third parties provide to Us.",3
para,"We will contact You from time to time using the information provided, e.g. by email, text (or other messages), telephone, post or electronically.",3
para,"We may pass Your information to people who: (i) provide a service to Us or are acting as our agents; and/or (ii) who may contact You for market research purposes on the understanding that they will keep the information conﬁdential. If We transfer Your information to an agent or service provider or other third party located in another country, We will make sure that they agree to apply the same levels of protection as We are required to apply to Your information and to use Your information strictly in accordance with Our instructions.",3
para,"Where You provide personal and ﬁnancial information relating to others (e.g. partners or directors or prospective customers) You conﬁrm that You have their consent or are otherwise entitled to provide this information to Us and for Us to use it for these purposes or, in the case of prospective customers, for the purpose of considering the provision of Our services.",3
para,"When You register as an Appointed Representative or Directly Authorised intermediary We will make identity, fraud and other enquiries about You. These agencies keep a record of Our enquiries and may record, use and give out information We give them to other lenders, insurers and other organisations. If false or inaccurate information is provided within the panel application, and suspected fraud is identiﬁed, We will notify the agencies accordingly. This will also be the case if You are suspected of knowingly submitting fraudulent mortgage applications during Your relationship with Us.",3
para,"We and fraud prevention agencies will share Your information. We and other organisations, including law enforcement agencies, may access and use this information to prevent and detect fraud, money laundering and other crimes. The information recorded by fraud prevention agencies may be accessed and used by organisations in the UK and in other countries. Please contact Us on 0800 400 100 if You want details of the fraud-prevention agencies from whom We obtain and with whom We record information about You, or alternatively you can visit www.cifas.org.uk/privacy-notice.",3
para,You have a legal right to these details.,3
para,"Fraud Prevention agencies may also use Your information to undertake periodic statistical analysis, testing and development to develop and ensure the integrity of their existing and future products and services.",3
para,"We will retain information collected about You for as long as is necessary to fulﬁl the purposes for which it was collected, unless We are required by law to retain Your information for a longer period.",3
para,"For further details on how We process Your information and Your rights in relation to Your information, please visit https://intermediaries.uk.barclays/home/privacy-policy/. If You have any queries about privacy at Barclays, please contact The Data Protection Ofﬁcer, Barclays Bank UK PLC, Leicester LE87 2BB or DPO@Barclays.com.",4
